timestamp,box_uid,box_title,prev_status,new_status,reason,context
2026-01-08T11:42:20,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:21,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:42:21,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:21,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:21,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:42:21,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:21,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T11:42:30,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:30,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:30,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T11:42:30,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:30,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:30,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:31,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:42:31,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:31,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:31,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:42:31,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:31,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T11:42:35,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T11:42:35,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:42:35,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:42:35,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:42:35,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T11:52:21,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:09,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:09,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T11:56:10,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:56:10,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:10,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:56:11,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:11,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:11,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T11:56:14,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:14,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:14,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T11:56:14,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:14,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:56:15,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:56:15,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:56:15,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T11:57:03,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:57:04,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T11:59:46,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T11:59:46,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:46,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T11:59:47,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:47,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T11:59:47,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T12:00:15,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:15,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:15,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T12:00:15,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:15,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:15,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:15,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T12:00:16,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:16,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:16,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T12:00:16,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:16,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:16,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T12:00:20,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 09:35),
2026-01-08T12:00:20,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-07 08:36),
2026-01-08T12:00:20,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:20,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:21,box_2301728342368,Handheld API,UNKNOWN,YELLOW,QC stale (Last valid: 2025-12-23 11:25),
2026-01-08T12:00:21,box_175810797800002,OptiMPP 2,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:21,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-08T12:00:21,box_1765996407293,Eraspec NIR,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-06 09:57),
2026-01-08T12:43:30,box_1870507241920,Eraspec,YELLOW,GREEN,QC Fresh,
2026-01-08T12:43:34,box_1870507241920,Eraspec,YELLOW,GREEN,QC Fresh,
2026-01-08T12:44:21,box_1870507241920,Eraspec,YELLOW,GREEN,QC Fresh,
2026-01-08T13:11:39,box_175810797800001,OptiMPP 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T13:11:41,box_175810797800001,OptiMPP 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T13:12:31,box_175810797800001,OptiMPP 1,UNKNOWN,GREEN,QC Fresh,
2026-01-08T14:18:43,box_2301728342368,Handheld API,YELLOW,GREEN,QC Fresh,
2026-01-08T14:18:59,box_2301728342368,Handheld API,YELLOW,GREEN,QC Fresh,
2026-01-08T14:30:48,box_1840573733840,Multitek S,YELLOW,UNKNOWN,,
2026-01-08T14:31:03,box_1840573733840,Multitek S,YELLOW,UNKNOWN,,
2026-01-08T14:44:54,box_1840573733840,Multitek S,UNKNOWN,GREEN,QC Fresh,
2026-01-08T14:45:08,box_1840573733840,Multitek S,UNKNOWN,GREEN,QC Fresh,
2026-01-08T14:51:57,box_2301728342368,Handheld API,GREEN,UNKNOWN,,
2026-01-08T14:52:57,box_2301728342368,Handheld API,UNKNOWN,GREEN,QC Fresh,
2026-01-09T08:24:24,box_1840573738448,Mini Grabner,GREEN,UNKNOWN,,
2026-01-09T08:24:24,box_1834023730592,AQUAMAX KF,GREEN,UNKNOWN,,
2026-01-09T08:40:30,box_2096856031904,PAC Flash 1,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 08:40),
2026-01-09T08:41:31,box_2201765855296,PAC Flash 2,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 08:41),
2026-01-09T08:41:31,box_2201765855296,PAC Flash 2,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 08:41),
2026-01-09T08:52:35,box_1870507241920,Eraspec,GREEN,RED,QC Out of Spec,
2026-01-09T08:52:35,box_1870507241920,Eraspec,GREEN,RED,QC Out of Spec,
2026-01-09T09:00:38,box_1870507241056,Multitek NS,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 09:00),
2026-01-09T09:03:39,box_1870507241920,Eraspec,RED,GREEN,QC Fresh,
2026-01-09T09:05:40,box_1840573737440,Auto Grabner,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 09:05),
2026-01-09T09:06:41,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-09T09:08:42,box_2201765855296,PAC Flash 2,YELLOW,GREEN,QC Fresh,
2026-01-09T09:08:42,box_2096856031904,PAC Flash 1,YELLOW,GREEN,QC Fresh,
2026-01-09T09:08:42,box_2096856031904,PAC Flash 1,YELLOW,GREEN,QC Fresh,
2026-01-09T09:10:43,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-09T09:12:42,box_1870507241056,Multitek NS,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 09:00),
2026-01-09T09:12:42,box_1840573737440,Auto Grabner,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 09:05),
2026-01-09T10:01:01,box_1840573737440,Auto Grabner,YELLOW,GREEN,QC Fresh,
2026-01-09T10:01:03,box_1840573737440,Auto Grabner,YELLOW,GREEN,QC Fresh,
2026-01-09T10:31:00,box_1870507241920,Eraspec,GREEN,UNKNOWN,,
2026-01-09T10:31:00,box_1765996407293,Eraspec NIR,YELLOW,UNKNOWN,,
2026-01-09T10:31:07,box_1870504657248,Agilent GC,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_1870507241056,Multitek NS,YELLOW,UNKNOWN,,
2026-01-09T10:31:07,box_2201765855296,PAC Flash 2,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_1840573737440,Auto Grabner,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_1840573738448,Mini Grabner,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_1840573733840,Multitek S,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_2096856031904,PAC Flash 1,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_2301728638432,Viscosity,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_2301728342368,Handheld API,GREEN,UNKNOWN,,
2026-01-09T10:31:07,box_1834023730592,AQUAMAX KF,GREEN,UNKNOWN,,
2026-01-09T10:36:51,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:37:01,box_2096856031904,PAC Flash 1,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:37:09,box_2201765855296,PAC Flash 2,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:37:23,box_1840573737440,Auto Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:37:33,box_1834023730592,AQUAMAX KF,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:37:39,box_2301728638432,Viscosity,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:38:47,box_1765996407293,Eraspec NIR,UNKNOWN,RED,QC Out of Spec,
2026-01-09T10:39:35,box_1765996407293,Eraspec NIR,RED,UNKNOWN,No valid QC data found.,
2026-01-09T10:40:53,box_1870507241056,Multitek NS,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-08 09:00),
2026-01-09T10:40:59,box_1840573733840,Multitek S,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:41:23,box_1870504657248,Agilent GC,UNKNOWN,GREEN,QC Fresh,
2026-01-09T10:58:25,box_1870504657248,Agilent GC,GREEN,UNKNOWN,,
2026-01-09T10:58:27,box_1870504657248,Agilent GC,GREEN,UNKNOWN,,
2026-01-09T11:12:31,box_1870504657248,Agilent GC,UNKNOWN,RED,QC Out of Spec,
2026-01-09T11:12:31,box_1870504657248,Agilent GC,UNKNOWN,RED,QC Out of Spec,
2026-01-09T11:12:35,box_1870504657248,Agilent GC,UNKNOWN,RED,QC Out of Spec,
2026-01-09T11:16:33,box_1870507241920,Eraspec,UNKNOWN,RED,QC Out of Spec,
2026-01-09T11:24:39,box_1765996407293,Eraspec NIR,UNKNOWN,RED,QC Out of Spec,
2026-01-09T11:24:40,box_1765996407293,Eraspec NIR,YELLOW,UNKNOWN,,
2026-01-09T11:25:38,box_1765996407293,Eraspec NIR,YELLOW,UNKNOWN,,
2026-01-09T11:29:39,box_1765996407293,Eraspec NIR,UNKNOWN,GREEN,QC Fresh,
2026-01-09T11:29:42,box_1765996407293,Eraspec NIR,UNKNOWN,GREEN,QC Fresh,
2026-01-09T11:33:41,box_2301728638432,Viscosity,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 11:33),
2026-01-09T11:33:44,box_2301728638432,Viscosity,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 11:33),
2026-01-09T15:15:06,box_2301728342368,Handheld API,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 15:14),
2026-01-09T15:15:07,box_2301728342368,Handheld API,GREEN,YELLOW,QC stale (Last valid: 2026-01-08 15:14),
2026-01-09T15:22:09,box_1870507241920,Eraspec,RED,UNKNOWN,No valid QC data found.,
2026-01-09T15:24:10,box_1870507241920,Eraspec,UNKNOWN,GREEN,QC Fresh,
2026-01-09T15:48:20,box_175810797800002,OptiMPP 2,GREEN,UNKNOWN,,
2026-01-09T15:48:19,box_175810797800002,OptiMPP 2,GREEN,UNKNOWN,,
2026-01-09T15:48:19,box_175810797800002,OptiMPP 2,GREEN,UNKNOWN,,
2026-01-10T09:03:43,box_1870507241920,Eraspec,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:02),
2026-01-10T09:03:43,box_1870507241920,Eraspec,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:02),
2026-01-10T09:05:44,box_1840573733840,Multitek S,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:05),
2026-01-10T09:08:45,box_2201765855296,PAC Flash 2,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:08),
2026-01-10T09:08:45,box_2096856031904,PAC Flash 1,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:07),
2026-01-10T09:08:45,box_2096856031904,PAC Flash 1,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:07),
2026-01-10T09:46:59,box_1840573738448,Mini Grabner,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:46),
2026-01-10T09:46:59,box_1840573738448,Mini Grabner,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 09:46),
2026-01-10T10:01:05,box_1840573737440,Auto Grabner,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 10:00),
2026-01-10T11:29:39,box_1765996407293,Eraspec NIR,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 11:29),
2026-01-10T15:33:09,box_1834023730592,AQUAMAX KF,GREEN,YELLOW,QC stale (Last valid: 2026-01-09 15:32),
2026-01-12T08:46:21,box_1870507241056,Multitek NS,YELLOW,UNKNOWN,,
2026-01-12T09:02:27,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-12T09:02:27,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-12T09:02:27,box_1840573738448,Mini Grabner,YELLOW,GREEN,QC Fresh,
2026-01-12T09:02:27,box_1840573738448,Mini Grabner,YELLOW,GREEN,QC Fresh,
2026-01-12T09:07:07,box_1870504657248,Agilent GC,UNKNOWN,RED,QC Out of Spec,
2026-01-12T09:07:07,box_1870507241056,Multitek NS,UNKNOWN,GREEN,QC Fresh,
2026-01-12T09:07:07,box_1870507241920,Eraspec,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 09:02),
2026-01-12T09:07:07,box_2201765855296,PAC Flash 2,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 09:08),
2026-01-12T09:07:07,box_1840573737440,Auto Grabner,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 10:00),
2026-01-12T09:07:07,box_1840573738448,Mini Grabner,UNKNOWN,GREEN,QC Fresh,
2026-01-12T09:07:07,box_1840573733840,Multitek S,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 09:05),
2026-01-12T09:07:07,box_2096856031904,PAC Flash 1,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 09:07),
2026-01-12T09:07:07,box_2301728638432,Viscosity,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-08 11:33),
2026-01-12T09:07:07,box_175810797800001,OptiMPP 1,UNKNOWN,GREEN,QC Fresh,
2026-01-12T09:07:07,box_1834023730592,AQUAMAX KF,UNKNOWN,YELLOW,QC stale (Last valid: 2026-01-09 15:32),
