RawData
ERASPEC,Diesel,ESF22215560,12/17/2024,14:36,18300                 ,Kaden     ,,    0,36.50,°API @15.6 C° (P),0.8414,g/ccm,  3.1,V% ,    0,V% , 287.3,mg/l,    ,    ,150.4,200.0,258.4,325.4,345.2, 0.04,  
as		ERASPEC,Gasoline,ESF22215560,12/11/2024,16:54,18119                 ,Mike      ,,13.9,63.77,,,,,,     ,V% ,      ,    ,    ,    , 32.8, 62.7,112.6,164.2,201.4, 0.00,0.7239,91.3,87.3,  
